Unnamed: 0,DISTRICT,BLOCK,PANCHAYAT,VILLAGE,LATITUDE,LONGITUDE,PH,P,K,CA,MG
1014,Kottayam,Pamapady,Meenadom,Meenadom,9.55383,76.60804,5.1,30.92,226.46,82.7,203.3
1015,Kottayam,Pamapady,Meenadom,Meenadom,9.558,76.61098,5.8,29.16,318.86,592.05,258.2
1017,Kottayam,Pamapady,Meenadom,Meenadom,9.5536,76.61378,5.0,42.35,610.18,613.0,301.8
1019,Kottayam,Pamapady,Meenadom,Meenadom,9.5522,76.61879,6.3,114.17,450.35,659.15,354.75
1020,Kottayam,Pamapady,Meenadom,Meenadom,9.55154,76.61705,5.6,41.77,263.76,305.05,305.1
1021,Kottayam,Pamapady,Meenadom,Meenadom,9.54925,76.62135,6.1,159.32,252.45,983.3,326.08
1022,Kottayam,Pamapady,Meenadom,Meenadom,9.55196,76.62293,5.0,20.11,318.42,742.8,229.01
1023,Kottayam,Pamapady,Meenadom,Meenadom,9.55739,76.62287,4.6,65.02,350.9,512.15,162.43
1024,Kottayam,Pamapady,Meenadom,Meenadom,9.55422,76.61911,5.4,74.67,283.92,942.6,223.03
1026,Kottayam,Pamapady,Meenadom,Meenadom,9.55739,76.61908,4.5,63.37,242.93,236.85,147.49
1027,Kottayam,Pamapady,Meenadom,Meenadom,9.563752,76.61504,4.5,44.63,347.09,381.15,173.47
1028,Kottayam,Pamapady,Meenadom,Meenadom,9.558583,76.621358,5.9,22.32,386.85,926.55,157.66
1030,Kottayam,Pamapady,Meenadom,Meenadom,9.56426,76.62591,6.9,42.43,342.61,289.25,263.62
1032,Kottayam,Pamapady,Meenadom,Meenadom,9.5644,76.61512,5.1,135.56,606.82,399.9,243.34
1033,Kottayam,Pamapady,Meenadom,Meenadom,9.56231,76.61508,5.0,64.47,282.8,368.6,159.74
1034,Kottayam,Pamapady,Meenadom,Meenadom,9.56603,76.61035,4.8,158.15,391.1,986.1,159.43
1035,Kottayam,Pamapady,Meenadom,Meenadom,9.55357,76.615168,5.6,80.73,500.08,747.9,318.88
1036,Kottayam,Pamapady,Meenadom,Meenadom,9.5593,76.62535,5.5,33.61,303.3,274.45,167.21
1037,Kottayam,Pamapady,Meenadom,Meenadom,9.554747,76.615015,5.2,22.87,287.62,659.2,235.56
1038,Kottayam,Pamapady,Meenadom,Meenadom,9.554403,76.616313,5.9,33.89,356.61,491.7,229.91
1039,Kottayam,Pamapady,Meenadom,Meenadom,9.550739,76.613199,5.3,23.69,285.6,328.95,165.72
1040,Kottayam,Pamapady,Meenadom,Meenadom,9.552526,76.614776,4.8,71.64,424.82,694.35,193.17
1041,Kottayam,Pamapady,Meenadom,Meenadom,9.550347,76.61602,5.6,25.9,390.54,612.95,163.3
1042,Kottayam,Pamapady,Meenadom,Meenadom,9.552151,76.613663,5.6,27.55,339.47,381.4,213.84
1043,Kottayam,Pamapady,Meenadom,Meenadom,9.550653,76.616415,5.0,158.98,566.38,764.0,303.77
1044,Kottayam,Pamapady,Meenadom,Meenadom,9.549298,76.611354,5.6,35.82,216.72,220.8,153.5
1046,Kottayam,Pamapady,Meenadom,Meenadom,9.550805,76.608904,4.7,50.14,230.16,103.35,140.74
1047,Kottayam,Pamapady,Meenadom,Meenadom,9.557527,76.608383,4.4,98.09,334.43,290.95,198.93
1048,Kottayam,Pamapady,Meenadom,Meenadom,9.549891,76.605811,4.9,49.59,307.89,226.5,276.8
1049,Kottayam,Pamapady,Meenadom,Meenadom,9.554985,76.603616,4.3,19.01,299.49,105.3,170.02
1050,Kottayam,Pamapady,Meenadom,Meenadom,9.551109,76.598775,4.0,108.0,213.14,124.3,147.52
1051,Kottayam,Pamapady,Meenadom,Meenadom,9.549931,76.60429,4.1,22.59,261.74,382.9,135.44
1053,Kottayam,Pamapady,Meenadom,Meenadom,9.556652,76.604974,4.5,54.28,232.85,157.4,243.06
1054,Kottayam,Pamapady,Meenadom,Meenadom,9.54455,76.62038,4.4,31.96,329.84,134.65,162.52
1056,Kottayam,Pamapady,Meenadom,Meenadom,9.54563,76.61364,5.1,50.97,298.7,992.65,191.62
1057,Kottayam,Pamapady,Meenadom,Meenadom,9.541116,76.619069,5.8,140.24,339.25,284.45,170.83
1058,Kottayam,Pamapady,Meenadom,Meenadom,9.545862,76.619947,4.6,26.73,294.11,240.15,193.03
1059,Kottayam,Pamapady,Meenadom,Meenadom,9.54314,76.61266,5.4,56.76,379.79,843.4,162.54
1062,Kottayam,Pamapady,Meenadom,Meenadom,9.568422,76.626242,5.4,24.47,457.3,752.8,144.55
1063,Kottayam,Pamapady,Meenadom,Meenadom,9.54569,76.61853,4.4,100.98,476.56,674.4,198.48
1064,Kottayam,Pamapady,Meenadom,Meenadom,9.54284,76.61738,4.3,97.76,491.79,750.85,286.7
1065,Kottayam,Pamapady,Meenadom,Meenadom,9.54025,76.62045,5.0,32.39,368.26,854.0,131.25
1066,Kottayam,Pamapady,Meenadom,Meenadom,9.53786,76.62149,4.2,25.06,224.67,782.7,154.38
1067,Kottayam,Pamapady,Meenadom,Meenadom,9.53982,76.62123,5.0,134.69,584.42,900.45,140.3
1068,Kottayam,Pamapady,Meenadom,Meenadom,9.53945,76.62184,3.6,101.57,371.06,963.55,192.38
1069,Kottayam,Pamapady,Meenadom,Meenadom,9.539714,76.619932,5.1,42.65,174.83,824.1,234.6
1070,Kottayam,Pamapady,Meenadom,Meenadom,9.54238,76.61735,4.4,46.17,325.92,989.25,197.95
1071,Kottayam,Pamapady,Meenadom,Meenadom,9.54041,76.6209,4.3,72.25,330.29,786.9,216.55
1072,Kottayam,Pamapady,Meenadom,Meenadom,9.5477,76.60856,4.4,21.54,213.7,616.3,142.15
1073,Kottayam,Pamapady,Meenadom,Meenadom,9.5476,76.60813,5.8,16.27,335.44,541.25,141.88
1074,Kottayam,Pamapady,Meenadom,Meenadom,9.54669,76.60972,6.1,18.32,481.71,990.15,283.78
1075,Kottayam,Pamapady,Meenadom,Meenadom,9.55035,76.61329,5.7,27.4,418.1,691.95,204.6
1076,Kottayam,Pamapady,Meenadom,Meenadom,9.54813,76.6086,5.3,96.0,403.31,951.75,147.48
1077,Kottayam,Pamapady,Meenadom,Meenadom,9.54715,76.60965,6.0,139.97,571.09,779.05,171.9
1078,Kottayam,Pamapady,Meenadom,Meenadom,9.54925,76.60951,5.9,69.03,305.54,729.0,145.33
1079,Kottayam,Pamapady,Meenadom,Meenadom,9.54874,76.60054,4.9,88.96,281.79,690.15,190.3
1080,Kottayam,Pamapady,Meenadom,Meenadom,9.54862,76.6067,4.3,85.15,285.15,890.95,270.33
1081,Kottayam,Pamapady,Meenadom,Meenadom,9.54739,76.60723,4.6,145.25,412.83,729.85,136.6
1082,Kottayam,Pamapady,Meenadom,Meenadom,9.54713,76.60714,4.2,56.43,297.25,706.05,170.33
1083,Kottayam,Pamapady,Meenadom,Meenadom,9.5469,76.60774,4.8,153.16,441.06,754.15,125.25
1084,Kottayam,Pamapady,Meenadom,Meenadom,9.54915,76.6044,5.4,55.55,401.41,549.15,177.03
1085,Kottayam,Pamapady,Meenadom,Meenadom,9.54786,76.60432,5.6,34.44,621.82,954.25,246.33
1086,Kottayam,Pamapady,Meenadom,Meenadom,9.54621,76.60694,5.0,58.18,317.41,629.15,151.3
1087,Kottayam,Pamapady,Meenadom,Meenadom,9.54527,76.60812,4.6,57.01,336.9,857.9,131.28
1088,Kottayam,Pamapady,Meenadom,Meenadom,9.54517,76.59782,4.5,24.77,381.7,642.55,120.53
1089,Kottayam,Pamapady,Meenadom,Meenadom,9.54495,76.59551,5.3,30.34,248.64,941.55,171.78
1090,Kottayam,Pamapady,Meenadom,Meenadom,9.54516,76.5917,5.2,16.85,567.39,754.15,216.3
1092,Kottayam,Pamapady,Meenadom,Meenadom,9.56385,76.59689,4.2,143.19,671.78,754.4,125.33
1093,Kottayam,Pamapady,Meenadom,Meenadom,9.55091,76.59271,4.1,25.94,453.26,949.55,170.53
1094,Kottayam,Pamapady,Meenadom,Meenadom,9.54501,76.59661,4.2,15.68,275.97,501.75,152.03
1096,Kottayam,Pamapady,Meenadom,Meenadom,9.5453,76.59859,4.7,146.42,406.22,826.15,144.65
1098,Kottayam,Pampady,Pallikkathodu,Anicaud,9.6025,76.68234,5.2,9.92,350.11,291.3,90.25
1101,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5988,76.67732,5.2,60.89,558.77,356.45,134.0
1102,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60791,76.67576,5.7,15.43,343.5,501.05,127.85
1103,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60759,76.67488,5.7,29.21,394.46,596.2,154.48
1104,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60608,76.67064,5.2,45.19,412.05,642.4,104.63
1105,Kottayam,Pampady,Pallikkathodu,Anicaud,9.6058,76.67044,5.4,17.36,441.28,287.75,87.25
1106,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60424,76.66928,6.1,69.71,279.44,331.3,84.85
1107,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60746,76.67386,5.4,23.97,471.07,467.1,103.53
1108,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60793,76.67321,5.9,17.63,376.66,259.4,126.75
1109,Kottayam,Pampady,Pallikkathodu,Anicaud,9.6072,76.67314,5.0,66.12,365.79,748.65,112.83
1110,Kottayam,Pampady,Pallikkathodu,Anicaud,9.61182,76.66378,4.2,19.56,320.1,335.15,77.33
1111,Kottayam,Pampady,Pallikkathodu,Anicaud,9.61256,76.65757,4.4,12.95,280.78,72.35,60.08
1112,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60761,76.67188,4.8,38.85,394.8,317.4,112.93
1113,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60626,76.6738,6.0,70.26,726.32,801.0,165.78
1114,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60675,76.67411,6.3,96.71,657.44,453.15,113.6
1115,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60646,76.6739,5.4,20.66,430.42,220.95,117.28
1116,Kottayam,Pampady,Pallikkathodu,Anicaud,9.61,76.68432,5.9,115.99,317.18,163.05,101.63
1118,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60925,76.68212,5.7,81.55,529.31,385.65,212.0
1119,Kottayam,Pampady,Pallikkathodu,Anicaud,9.61209,76.68837,5.3,54.55,358.85,249.0,68.48
1122,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60723,76.68922,5.5,117.65,466.48,501.0,134.88
1123,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60674,76.68308,5.5,22.04,352.35,529.5,137.88
1124,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60554,76.68159,4.8,11.3,267.46,193.65,79.65
1126,Kottayam,Pampady,Pallikkathodu,Anicaud,9.6133,76.69089,4.5,14.33,305.65,55.25,39.55
1127,Kottayam,Pampady,Pallikkathodu,Anicaud,9.61101,76.69231,5.3,77.7,241.47,579.0,178.45
1128,Kottayam,Pampady,Pallikkathodu,Anicaud,9.61106,76.69257,4.9,33.34,360.08,222.75,67.98
1129,Kottayam,Pampady,Pallikkathodu,Anicaud,9.61193,76.6896,5.4,45.74,465.14,339.35,114.63
1130,Kottayam,Pampady,Pallikkathodu,Anicaud,9.61336,76.69083,4.9,89.82,382.37,170.45,92.35
1131,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60729,76.69102,5.1,67.78,279.44,169.75,67.45
1132,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60864,76.68804,5.4,50.7,469.17,340.35,126.58
1133,Kottayam,Pampady,Pallikkathodu,Anicaud,9.6064,76.69371,4.9,7.44,229.71,123.2,78.1
1134,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60579,76.6906,5.1,17.63,418.32,300.1,130.28
1135,Kottayam,Pampady,Pallikkathodu,Anicaud,9.6061,76.69062,4.8,3.86,337.34,101.95,79.58
1136,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60607,76.6909,5.4,14.6,457.63,433.4,116.38
1137,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60609,76.69098,6.3,19.01,285.46,143.49,76.52
1139,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60686,76.69181,5.1,20.66,549.62,257.95,174.81
1140,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60633,76.69163,5.9,23.97,342.96,92.78,76.2
1142,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60286,76.69228,5.8,17.36,319.14,128.47,100.57
1143,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60796,76.6945,5.9,138.31,374.95,86.54,66.27
1144,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60774,76.6916,5.8,34.44,603.16,688.41,273.04
1145,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60824,76.69202,5.1,93.13,463.85,701.12,132.86
1146,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60388,76.69163,6.6,65.57,780.1,324.53,294.36
1147,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60265,76.69241,5.3,52.07,706.12,159.51,68.15
1148,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60228,76.69263,7.0,28.93,340.67,422.3,145.26
1150,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60203,76.69265,5.5,143.55,568.51,182.1,129.31
1151,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60328,76.70334,5.6,48.49,385.42,213.72,204.44
1152,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60468,76.70323,4.4,13.5,478.77,74.93,91.1
1153,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60548,76.70218,5.6,34.16,522.67,557.87,170.9
1154,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60661,76.70212,4.4,25.35,501.02,435.84,236.72
1155,Kottayam,Pampady,Pallikkathodu,Anicaud,9.6034,76.70235,4.5,28.93,378.44,108.66,229.86
1156,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60358,76.7018,5.8,134.73,287.26,619.28,372.96
1157,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60457,76.69694,4.9,31.96,368.94,571.26,89.61
1158,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60588,76.69654,5.7,60.89,423.67,440.82,148.84
1159,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60568,76.69727,4.8,54.0,442.56,307.94,117.96
1160,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60229,76.68925,5.2,12.67,503.91,677.47,92.92
1161,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60938,76.69826,4.6,33.61,246.72,627.87,221.56
1162,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60537,76.70441,5.2,27.0,449.3,286.4,224.34
1163,Kottayam,Pampady,Pallikkathodu,Anicaud,9.605,76.70513,5.6,29.48,362.32,120.27,174.5
1164,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60401,76.70541,4.9,10.19,491.52,611.46,96.86
1165,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60517,76.70791,4.7,9.92,380.01,192.13,173.52
1166,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60225,76.70561,5.6,77.7,365.09,407.96,119.72
1167,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60154,76.7067,5.2,6.61,360.4,355.91,174.81
1170,Kottayam,Pampady,Pallikkathodu,Anicaud,9.6009,76.70942,5.8,159.25,284.01,613.14,156.17
1173,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60261,76.7095,5.9,13.22,600.14,710.09,140.15
1174,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60116,76.70858,5.9,64.75,416.82,216.16,236.65
1175,Kottayam,Pampady,Pallikkathodu,Anicaud,9.60116,76.70857,6.1,108.28,464.09,154.52,200.05
1176,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59529,76.71223,6.3,45.74,437.63,420.48,160.35
1177,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59931,76.70982,6.2,30.58,262.24,337.63,136.27
1178,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59529,76.71233,5.8,39.95,478.17,331.15,126.41
1179,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5952,76.712,5.2,48.77,465.78,527.12,146.68
1180,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59652,76.71187,4.6,6.59,353.81,313.0,121.93
1181,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59774,76.71159,4.8,99.52,335.55,46.2,217.98
1183,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59052,76.70941,4.6,18.02,402.53,740.1,200.4
1184,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59296,76.7124,5.9,21.54,264.43,225.3,205.38
1185,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58696,76.71948,4.7,3.66,375.98,161.05,138.48
1186,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58885,76.71598,6.3,15.65,258.05,240.8,110.3
1187,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58901,76.71097,5.1,69.03,432.88,608.25,194.7
1188,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58921,76.70968,4.7,4.83,561.57,551.5,358.9
1189,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59064,76.70964,4.8,3.66,318.86,290.2,217.93
1190,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59177,76.70668,4.5,3.66,561.68,602.25,232.0
1191,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58629,76.71052,4.8,83.1,561.68,51.7,71.03
1192,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59409,76.70163,6.2,37.96,533.79,597.0,206.53
1193,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59638,76.70466,6.0,79.58,503.65,549.4,151.4
1194,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59444,76.69753,5.8,41.77,473.09,659.55,111.9
1195,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5778,76.72515,5.2,63.46,279.44,195.75,134.78
1197,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58327,76.71982,5.7,75.19,388.08,370.95,94.95
1198,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58727,76.71009,5.6,34.73,432.1,316.4,178.13
1199,Kottayam,Pampady,Pallikkathodu,Anicaud,9.595,76.69652,5.5,12.16,248.42,452.5,246.73
1200,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58642,76.70331,5.7,18.02,407.46,639.05,239.58
1201,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58472,76.70161,4.6,145.54,498.96,1000.0,388.73
1202,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58292,76.69849,5.8,4.54,244.16,181.5,167.63
1203,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58441,76.70308,5.6,63.75,259.62,188.35,112.05
1204,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58457,76.7015,6.2,89.26,445.2,109.55,98.15
1206,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58443,76.7015,6.9,119.45,433.66,172.85,11.5
1207,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59093,76.70098,6.3,13.33,409.7,567.8,162.78
1208,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59065,76.70445,5.3,10.4,305.98,149.55,209.18
1209,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57887,76.70596,4.9,17.14,341.49,640.5,66.6
1210,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57749,76.70467,5.2,113.88,230.94,268.85,146.08
1212,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5788,76.70619,5.8,74.6,280.67,123.85,93.4
1213,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5797,76.7057,5.5,44.99,360.64,133.9,155.13
1214,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57852,76.71131,5.8,15.97,265.78,90.2,122.95
1216,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58305,76.70634,5.9,100.98,511.73,730.75,230.93
1217,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58836,76.70558,6.2,21.54,319.31,338.25,233.83
1219,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57438,76.68749,4.8,89.55,297.14,780.65,100.95
1220,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59238,76.68814,5.7,82.22,349.1,440.15,142.03
1221,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58676,76.68452,5.4,10.99,561.58,414.1,208.5
1222,Kottayam,Pampady,Pallikkathodu,Anicaud,9.585,76.69072,5.0,45.29,431.87,189.8,133.3
1223,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5874,76.6752,4.9,25.06,245.5,222.75,133.0
1224,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58565,76.68933,6.1,82.22,227.7,78.1,87.7
1225,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58631,76.6919,6.5,93.95,298.03,581.45,124.2
1226,Kottayam,Pampady,Pallikkathodu,Anicaud,9.587,76.68803,4.9,109.48,726.66,454.25,246.65
1227,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59231,76.67329,4.9,39.67,254.69,113.25,48.4
1228,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59012,76.6831,6.0,111.59,335.78,645.45,121.63
1229,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59215,76.6822,5.4,76.87,309.9,595.4,167.13
1230,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59324,76.68648,6.1,59.51,415.86,459.45,95.33
1231,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58764,76.68618,5.5,100.84,431.31,320.95,86.25
1232,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58459,76.68426,5.9,18.74,413.28,706.1,107.1
1234,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58955,76.68602,5.6,43.81,390.66,298.5,95.38
1235,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5897,76.68594,5.2,14.6,255.47,125.35,67.3
1236,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58907,76.68636,6.1,104.7,561.79,637.3,132.55
1237,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58854,76.68695,5.0,24.8,341.82,200.25,91.38
1238,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5861,76.68686,5.7,15.43,522.26,372.7,105.55
1239,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58941,76.68617,5.0,9.64,279.44,126.25,78.2
1240,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58992,76.68578,5.5,68.88,633.25,438.25,142.35
1241,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59092,76.68581,5.3,30.03,658.22,393.7,155.63
1242,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58997,76.68601,5.4,15.15,322.22,351.9,94.25
1243,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57796,76.69282,5.6,61.17,226.69,283.55,94.35
1244,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57825,76.69269,5.6,54.28,525.84,345.15,210.75
1245,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57921,76.69237,6.0,17.36,387.07,333.4,65.4
1246,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58213,76.69136,6.1,39.4,238.45,536.15,97.88
1247,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57981,76.69274,4.8,101.39,117.94,132.25,33.65
1248,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57825,76.69272,4.7,9.92,317.18,224.35,82.63
1249,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58065,76.70311,6.1,18.18,181.78,149.1,51.38
1250,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5841,76.69928,5.1,10.47,414.4,195.05,152.88
1251,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57937,76.68037,5.5,36.37,656.77,323.4,139.78
1252,Kottayam,Pampady,Pallikkathodu,Anicaud,9.583,76.67896,5.6,42.98,486.53,364.75,121.65
1253,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57402,76.67506,6.3,138.31,756.9,720.65,172.45
1254,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57712,76.6812,6.1,12.4,691.71,443.15,161.93
1256,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58089,76.67118,5.7,21.22,558.66,501.1,122.7
1257,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58118,76.68188,4.8,34.44,169.46,118.4,32.55
1258,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58004,76.68243,5.7,77.7,479.36,690.85,173.83
1260,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57534,76.68141,5.1,8.54,103.6,125.35,54.55
1261,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57752,76.67889,5.4,8.54,561.68,347.65,180.85
1263,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58219,76.67524,5.5,15.43,318.53,688.55,182.2
1264,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58226,76.67534,4.9,10.19,287.28,152.45,79.43
1265,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57621,76.6862,5.7,14.88,252.67,732.55,180.5
1266,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58657,76.67037,5.1,31.68,231.06,252.4,104.83
1267,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58646,76.67563,4.7,12.67,198.91,124.75,69.08
1268,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57724,76.68415,5.8,55.1,796.66,768.85,284.58
1269,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57481,76.67322,5.2,1.65,200.59,97.1,79.75
1271,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58058,76.67143,4.7,6.89,123.65,133.35,48.45
1272,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58418,76.67105,5.5,7.99,223.33,429.35,80.58
1273,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58118,76.67616,5.6,21.22,401.86,438.65,135.93
1275,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58786,76.6703,5.8,57.31,685.44,605.9,85.43
1277,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5746,76.67215,5.5,18.74,595.39,611.95,99.7
1279,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57089,76.67642,4.8,10.19,607.26,140.7,40.75
1280,Kottayam,Pampady,Pallikkathodu,Anicaud,9.57651,76.67192,5.4,60.34,571.76,784.95,115.28
1281,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5817,76.67185,5.3,58.41,485.41,857.65,189.58
1282,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58679,76.67221,5.3,23.69,822.08,1000.0,128.2
1283,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58122,76.67963,6.3,90.92,547.9,1000.0,168.1
1284,Kottayam,Pampady,Pallikkathodu,Anicaud,9.58713,76.68133,5.4,61.44,735.84,594.75,89.78
1285,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59828,76.68217,6.3,116.82,570.86,1000.0,79.78
1287,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5985,76.6826,6.0,19.56,674.46,654.3,115.5
1289,Kottayam,Pampady,Pallikkathodu,Anicaud,9.5925,76.68208,6.8,27.55,596.4,1000.0,58.93
1290,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59858,76.68259,5.4,12.4,738.19,1000.0,74.25
1291,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59881,76.68269,6.3,123.16,488.99,1000.0,124.75
1292,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59833,76.68226,6.8,34.72,212.91,989.95,46.85
1293,Kottayam,Pampady,Pallikkathodu,Anicaud,9.59851,76.68251,6.8,30.86,430.64,1000.0,81.48
